Player ID,Numer of times made above 95th % in Total Points,Numer of times made above 95th % in PPV,Average of value,Value<50,50<=Value<=100,100<Value
281,1,1,40.19444444,1,#N/A,#N/A
179,1,1,43.5,1,#N/A,#N/A
19,1,1,47.57894737,1,#N/A,#N/A
180,0,1,43.80555556,1,#N/A,#N/A
21,0,1,44.31578947,1,#N/A,#N/A
181,14,1,69.80555556,#N/A,1,#N/A
114,2,1,68.52777778,#N/A,1,#N/A
92,1,1,53.16666667,#N/A,1,#N/A
238,2,1,83.86111111,#N/A,1,#N/A
188,1,1,52.44444444,#N/A,1,#N/A
243,4,1,60.16666667,#N/A,1,#N/A
11,10,1,109.4736842,#N/A,#N/A,1
253,1,1,44.11111111,1,#N/A,#N/A
195,1,1,57.91666667,#N/A,1,#N/A
62,1,1,44.11111111,1,#N/A,#N/A
27,1,1,43.44444444,1,#N/A,#N/A
64,1,1,44.08333333,1,#N/A,#N/A
200,1,1,53.30555556,#N/A,1,#N/A
18,3,1,51.86842105,#N/A,1,#N/A
202,4,1,63.26315789,#N/A,1,#N/A
275,1,1,44.27777778,1,#N/A,#N/A
205,1,1,53.44444444,#N/A,1,#N/A
38,2,1,44.30555556,1,#N/A,#N/A
206,4,1,52.84210526,#N/A,1,#N/A
282,1,1,62.27777778,#N/A,1,#N/A
55,1,1,47.11111111,1,#N/A,#N/A
286,0,1,48.83333333,1,#N/A,#N/A
211,6,1,95.44736842,#N/A,1,#N/A
289,1,1,44.94444444,1,#N/A,#N/A
212,14,1,60.28947368,#N/A,1,#N/A
298,1,1,56.47222222,#N/A,1,#N/A
213,1,1,47.86842105,1,#N/A,#N/A
310,1,1,42.83333333,1,#N/A,#N/A
15,1,1,72.13157895,#N/A,1,#N/A
154,1,1,53.25,#N/A,1,#N/A
111,7,1,54.77777778,#N/A,1,#N/A
242,1,1,62.33333333,#N/A,1,#N/A
473,1,1,49.19444444,1,#N/A,#N/A
402,1,1,49.05714286,1,#N/A,#N/A
398,3,1,52.77142857,#N/A,1,#N/A
699,0,1,45,1,#N/A,#N/A
645,1,1,59.2,#N/A,1,#N/A
451,1,1,43.6,1,#N/A,#N/A
584,2,1,50,#N/A,1,#N/A
560,1,1,45,1,#N/A,#N/A
594,1,1,40,1,#N/A,#N/A
357,1,1,56.55555556,#N/A,1,#N/A
641,1,1,57.05882353,#N/A,1,#N/A
352,1,1,42.86111111,1,#N/A,#N/A
652,1,1,50,#N/A,1,#N/A
485,1,1,46.80555556,1,#N/A,#N/A
430,0,1,43.77142857,1,#N/A,#N/A
486,1,1,43.47222222,1,#N/A,#N/A
542,4,1,55.78787879,#N/A,1,#N/A
365,1,1,64.05555556,#N/A,1,#N/A
400,1,1,70.54285714,#N/A,1,#N/A
457,2,1,57.11428571,#N/A,1,#N/A
448,1,1,47.85714286,1,#N/A,#N/A
360,1,1,49.44444444,1,#N/A,#N/A
608,1,1,39.5,1,#N/A,#N/A
438,1,1,42.68571429,1,#N/A,#N/A
642,1,1,69.17647059,#N/A,1,#N/A
394,1,1,74.6,#N/A,1,#N/A
648,2,1,60,#N/A,1,#N/A
573,1,1,45,1,#N/A,#N/A
654,0,1,45,1,#N/A,#N/A
356,1,1,47.86111111,1,#N/A,#N/A
695,1,1,45,1,#N/A,#N/A
496,5,1,50,#N/A,1,#N/A
582,1,1,57.83870968,#N/A,1,#N/A
351,1,1,50.69444444,#N/A,1,#N/A
321,0,1,53.30555556,#N/A,1,#N/A
139,2,1,54.08333333,#N/A,1,#N/A
131,0,1,43.77777778,1,#N/A,#N/A
107,1,1,53.35294118,#N/A,1,#N/A
98,2,1,49.27027027,1,#N/A,#N/A
274,4,1,59.13157895,#N/A,1,#N/A
194,1,1,42.52777778,1,#N/A,#N/A
108,1,1,57.47222222,#N/A,1,#N/A
264,0,1,38.94117647,1,#N/A,#N/A
276,15,1,114.7894737,#N/A,#N/A,1
241,1,1,53.17647059,#N/A,1,#N/A
142,1,1,53.83333333,#N/A,1,#N/A
80,1,1,53.16666667,#N/A,1,#N/A
5,1,1,46.6,1,#N/A,#N/A
249,5,1,92.44117647,#N/A,1,#N/A
9,1,1,52.62857143,#N/A,1,#N/A
130,1,1,52.69444444,#N/A,1,#N/A
50,1,1,42.97222222,1,#N/A,#N/A
334,1,1,48.91666667,1,#N/A,#N/A
52,0,1,48.86111111,1,#N/A,#N/A
86,1,1,58.13513514,#N/A,1,#N/A
154,1,1,57.58333333,#N/A,1,#N/A
182,1,1,46.67567568,1,#N/A,#N/A
54,1,1,62.36111111,#N/A,1,#N/A
79,1,1,43.27777778,1,#N/A,#N/A
115,1,1,59.08108108,#N/A,1,#N/A
245,1,1,43,1,#N/A,#N/A
290,1,1,58.51515152,#N/A,1,#N/A
320,0,1,52.25,#N/A,1,#N/A
158,1,1,53.61111111,#N/A,1,#N/A
247,1,1,64.05882353,#N/A,1,#N/A
40,2,1,52.61111111,#N/A,1,#N/A
193,1,1,57.36111111,#N/A,1,#N/A
346,1,1,56.5,#N/A,1,#N/A
129,1,1,44.66666667,1,#N/A,#N/A
299,3,1,53.15151515,#N/A,1,#N/A
331,2,1,44.08333333,1,#N/A,#N/A
76,1,1,44.58333333,1,#N/A,#N/A
22,1,1,55.17142857,#N/A,1,#N/A
118,3,1,72,#N/A,1,#N/A
33,1,1,59.33333333,#N/A,1,#N/A
119,4,1,82.41176471,#N/A,1,#N/A
85,1,1,43.62162162,1,#N/A,#N/A
77,2,1,46.58333333,1,#N/A,#N/A
17,2,1,53.28571429,#N/A,1,#N/A
238,3,1,53.35294118,#N/A,1,#N/A
122,1,1,57.32352941,#N/A,1,#N/A
163,1,1,52.55555556,#N/A,1,#N/A
175,1,1,52.54054054,#N/A,1,#N/A
598,0,0,45,0,#N/A,#N/A
566,0,0,45,0,#N/A,#N/A
630,0,0,45,0,#N/A,#N/A
472,0,0,47.5,0,#N/A,#N/A
582,0,0,40,0,#N/A,#N/A
473,0,0,47.08333333,0,#N/A,#N/A
614,0,0,54,#N/A,0,#N/A
474,0,0,43.44444444,0,#N/A,#N/A
558,0,0,40,0,#N/A,#N/A
449,0,0,44.08333333,0,#N/A,#N/A
574,0,0,44.65,0,#N/A,#N/A
419,0,0,49.11111111,0,#N/A,#N/A
590,0,0,62.23529412,#N/A,0,#N/A
477,0,0,43.16666667,0,#N/A,#N/A
606,0,0,42,0,#N/A,#N/A
365,0,0,48,0,#N/A,#N/A
622,0,0,47.66666667,0,#N/A,#N/A
479,0,0,43.22222222,0,#N/A,#N/A
638,0,0,40,0,#N/A,#N/A
480,0,0,43.13888889,0,#N/A,#N/A
562,0,0,40,0,#N/A,#N/A
481,0,0,44.05555556,0,#N/A,#N/A
570,0,0,45,0,#N/A,#N/A
482,0,0,43.80555556,0,#N/A,#N/A
578,0,0,39.65,0,#N/A,#N/A
483,0,0,48.02777778,0,#N/A,#N/A
586,0,0,40,0,#N/A,#N/A
484,0,0,39.47222222,0,#N/A,#N/A
594,0,0,40,0,#N/A,#N/A
485,0,0,42.97222222,0,#N/A,#N/A
602,0,0,44.64285714,0,#N/A,#N/A
450,0,0,44.16666667,0,#N/A,#N/A
610,0,0,40,0,#N/A,#N/A
487,0,0,55.94444444,#N/A,0,#N/A
352,0,0,43.72222222,0,#N/A,#N/A
398,0,0,43.86111111,0,#N/A,#N/A
413,0,0,39.72222222,0,#N/A,#N/A
375,0,0,44,0,#N/A,#N/A
634,0,0,45,0,#N/A,#N/A
367,0,0,43.38888889,0,#N/A,#N/A
348,0,0,48.13888889,0,#N/A,#N/A
491,0,0,44.11111111,0,#N/A,#N/A
560,0,0,45,0,#N/A,#N/A
492,0,0,58.16666667,#N/A,0,#N/A
564,0,0,45,0,#N/A,#N/A
383,0,0,39.30555556,0,#N/A,#N/A
568,0,0,44.45454545,0,#N/A,#N/A
384,0,0,39.72222222,0,#N/A,#N/A
572,0,0,39.57142857,0,#N/A,#N/A
495,0,0,43.94444444,0,#N/A,#N/A
576,0,0,43.54545455,0,#N/A,#N/A
444,0,0,42.30555556,0,#N/A,#N/A
580,0,0,45,0,#N/A,#N/A
497,0,0,48.33333333,0,#N/A,#N/A
584,0,0,45,0,#N/A,#N/A
663,0,0,45,0,#N/A,#N/A
588,0,0,45,0,#N/A,#N/A
664,0,0,45,0,#N/A,#N/A
592,0,0,49.26666667,0,#N/A,#N/A
385,0,0,70,#N/A,0,#N/A
596,0,0,40,0,#N/A,#N/A
339,0,0,45,0,#N/A,#N/A
600,0,0,45,0,#N/A,#N/A
372,0,0,47.88888889,0,#N/A,#N/A
604,0,0,47.5,0,#N/A,#N/A
387,0,0,43.52777778,0,#N/A,#N/A
608,0,0,45,0,#N/A,#N/A
416,0,0,47.58333333,0,#N/A,#N/A
612,0,0,48.91666667,0,#N/A,#N/A
350,1,0,48.77777778,0,#N/A,#N/A
408,0,0,39.80555556,0,#N/A,#N/A
456,0,0,46.63888889,0,#N/A,#N/A
620,1,0,48.66666667,0,#N/A,#N/A
507,0,0,45,0,#N/A,#N/A
624,0,0,63.18181818,#N/A,0,#N/A
508,0,0,55,#N/A,0,#N/A
628,0,0,40,0,#N/A,#N/A
509,0,0,43.91666667,0,#N/A,#N/A
632,0,0,45,0,#N/A,#N/A
510,0,0,46.13888889,0,#N/A,#N/A
636,0,0,40,0,#N/A,#N/A
361,0,0,39.61111111,0,#N/A,#N/A
640,0,0,45,0,#N/A,#N/A
364,0,0,56.55555556,#N/A,0,#N/A
557,0,0,44.96428571,0,#N/A,#N/A
513,0,0,44.13888889,0,#N/A,#N/A
559,0,0,45,0,#N/A,#N/A
514,0,0,57.47222222,#N/A,0,#N/A
561,0,0,45,0,#N/A,#N/A
429,0,0,43.77777778,0,#N/A,#N/A
563,0,0,45,0,#N/A,#N/A
351,0,0,44.72222222,0,#N/A,#N/A
565,0,0,45,0,#N/A,#N/A
430,0,0,47.13888889,0,#N/A,#N/A
567,0,0,45,0,#N/A,#N/A
418,0,0,48.91666667,0,#N/A,#N/A
397,0,0,43.69444444,0,#N/A,#N/A
459,1,0,47.5,0,#N/A,#N/A
571,0,0,45,0,#N/A,#N/A
520,0,0,54.11111111,#N/A,0,#N/A
573,0,0,40,0,#N/A,#N/A
521,0,0,44.22222222,0,#N/A,#N/A
466,1,0,56.55555556,#N/A,0,#N/A
522,0,0,44.19444444,0,#N/A,#N/A
577,0,0,40,0,#N/A,#N/A
523,2,0,73.22222222,#N/A,0,#N/A
579,0,0,40,0,#N/A,#N/A
524,0,0,54.08333333,#N/A,0,#N/A
581,0,0,45,0,#N/A,#N/A
400,0,0,45,0,#N/A,#N/A
583,0,0,40.22222222,0,#N/A,#N/A
461,0,0,66.33333333,#N/A,0,#N/A
585,0,0,44.57894737,0,#N/A,#N/A
527,0,0,50,#N/A,0,#N/A
587,0,0,40,0,#N/A,#N/A
462,0,0,52.86111111,#N/A,0,#N/A
589,0,0,39.61111111,0,#N/A,#N/A
353,1,0,46.83333333,0,#N/A,#N/A
591,0,0,45,0,#N/A,#N/A
530,0,0,43.02857143,0,#N/A,#N/A
593,0,0,40,0,#N/A,#N/A
531,0,0,44.4,0,#N/A,#N/A
595,0,0,45,0,#N/A,#N/A
347,0,0,52.86111111,#N/A,0,#N/A
597,0,0,39.33333333,0,#N/A,#N/A
533,0,0,44.66666667,0,#N/A,#N/A
599,0,0,39.4,0,#N/A,#N/A
658,0,0,45,0,#N/A,#N/A
601,0,0,47.42857143,0,#N/A,#N/A
659,0,0,45,0,#N/A,#N/A
436,0,0,43.72222222,0,#N/A,#N/A
661,0,0,45,0,#N/A,#N/A
605,0,0,47.71428571,0,#N/A,#N/A
360,0,0,39.25,0,#N/A,#N/A
607,0,0,39.42857143,0,#N/A,#N/A
538,0,0,44.375,0,#N/A,#N/A
609,0,0,45,0,#N/A,#N/A
539,0,0,45,0,#N/A,#N/A
394,0,0,47.27777778,0,#N/A,#N/A
642,0,0,40,0,#N/A,#N/A
613,0,0,56.5,#N/A,0,#N/A
643,0,0,45,0,#N/A,#N/A
379,0,0,42.55555556,0,#N/A,#N/A
645,0,0,40,0,#N/A,#N/A
617,0,0,47.14285714,0,#N/A,#N/A
647,0,0,40,0,#N/A,#N/A
412,0,0,43.44444444,0,#N/A,#N/A
649,0,0,45,0,#N/A,#N/A
335,0,0,48.77777778,0,#N/A,#N/A
651,0,0,45,0,#N/A,#N/A
623,0,0,54,#N/A,0,#N/A
653,0,0,45,0,#N/A,#N/A
625,0,0,45,0,#N/A,#N/A
655,0,0,40,0,#N/A,#N/A
627,0,0,55,#N/A,0,#N/A
657,0,0,45,0,#N/A,#N/A
629,0,0,40,0,#N/A,#N/A
435,0,0,51.77777778,#N/A,0,#N/A
631,0,0,45,0,#N/A,#N/A
550,0,0,45,0,#N/A,#N/A
633,0,0,45,0,#N/A,#N/A
551,0,0,40,0,#N/A,#N/A
635,0,0,40,0,#N/A,#N/A
552,0,0,39.75862069,0,#N/A,#N/A
441,0,0,51.66666667,#N/A,0,#N/A
464,0,0,43.02777778,0,#N/A,#N/A
639,0,0,40,0,#N/A,#N/A
334,0,0,55,#N/A,0,#N/A
641,0,0,40,0,#N/A,#N/A
555,0,0,43.10714286,0,#N/A,#N/A
556,0,0,40,0,#N/A,#N/A
644,0,0,45,0,#N/A,#N/A
391,1,0,62.69444444,#N/A,0,#N/A
646,0,0,40,0,#N/A,#N/A
542,0,0,39.78125,0,#N/A,#N/A
648,0,0,45,0,#N/A,#N/A
543,0,0,40,0,#N/A,#N/A
650,0,0,40,0,#N/A,#N/A
434,0,0,53.61111111,#N/A,0,#N/A
652,0,0,45,0,#N/A,#N/A
545,0,0,39.76666667,0,#N/A,#N/A
654,0,0,45,0,#N/A,#N/A
546,0,0,40,0,#N/A,#N/A
656,0,0,45,0,#N/A,#N/A
547,0,0,44.6,0,#N/A,#N/A
440,0,0,47.07894737,0,#N/A,#N/A
548,0,0,40,0,#N/A,#N/A
660,0,0,40,0,#N/A,#N/A
535,0,0,44.78787879,0,#N/A,#N/A
662,0,0,40,0,#N/A,#N/A
536,0,0,40,0,#N/A,#N/A
537,0,0,44.96875,0,#N/A,#N/A
332,1,0,53.72222222,#N/A,0,#N/A
499,0,0,48.55555556,0,#N/A,#N/A
51,0,0,54.13888889,#N/A,0,#N/A
144,1,0,53.52777778,#N/A,0,#N/A
135,0,0,56.63888889,#N/A,0,#N/A
156,0,0,50,#N/A,0,#N/A
79,0,0,50,#N/A,0,#N/A
107,0,0,54.72222222,#N/A,0,#N/A
157,0,0,43.72222222,0,#N/A,#N/A
108,1,0,49.08333333,0,#N/A,#N/A
299,0,0,43.41666667,0,#N/A,#N/A
216,0,0,92.84210526,#N/A,0,#N/A
3,2,0,52.76315789,#N/A,0,#N/A
109,0,0,43.08333333,0,#N/A,#N/A
158,0,0,44.27777778,0,#N/A,#N/A
56,0,0,43.41666667,0,#N/A,#N/A
279,0,0,52.47222222,#N/A,0,#N/A
4,1,0,47,0,#N/A,#N/A
204,5,0,56.60526316,#N/A,0,#N/A
9,0,0,45,0,#N/A,#N/A
20,0,0,43.02631579,0,#N/A,#N/A
112,0,0,48.33333333,0,#N/A,#N/A
72,0,0,42.63888889,0,#N/A,#N/A
7,0,0,50,#N/A,0,#N/A
311,0,0,39.33333333,0,#N/A,#N/A
223,0,0,52.75,#N/A,0,#N/A
149,0,0,39.80555556,0,#N/A,#N/A
224,2,0,54.05555556,#N/A,0,#N/A
327,0,0,44.13888889,0,#N/A,#N/A
6,0,0,50,#N/A,0,#N/A
273,1,0,44.33333333,0,#N/A,#N/A
48,0,0,39.61111111,0,#N/A,#N/A
102,1,0,49.44444444,0,#N/A,#N/A
227,0,0,48.19444444,0,#N/A,#N/A
173,0,0,52.25,#N/A,0,#N/A
228,0,0,48.97222222,0,#N/A,#N/A
285,0,0,52,#N/A,0,#N/A
229,0,0,49.02777778,0,#N/A,#N/A
45,0,0,52.41666667,#N/A,0,#N/A
230,0,0,49.05555556,0,#N/A,#N/A
136,0,0,52.44444444,#N/A,0,#N/A
231,0,0,48,0,#N/A,#N/A
46,0,0,48,0,#N/A,#N/A
232,0,0,85,#N/A,0,#N/A
71,0,0,43.5,0,#N/A,#N/A
115,0,0,62.97222222,#N/A,0,#N/A
74,0,0,42.88888889,0,#N/A,#N/A
16,0,0,68,#N/A,0,#N/A
145,0,0,49.05555556,0,#N/A,#N/A
57,0,0,44.41666667,0,#N/A,#N/A
146,0,0,57.30555556,#N/A,0,#N/A
236,0,0,47.58333333,0,#N/A,#N/A
317,0,0,43.25,0,#N/A,#N/A
237,0,0,48.19444444,0,#N/A,#N/A
78,0,0,46.83333333,0,#N/A,#N/A
95,0,0,42.94444444,0,#N/A,#N/A
80,0,0,47.47222222,0,#N/A,#N/A
186,0,0,53.16666667,#N/A,0,#N/A
329,1,0,53.75,#N/A,0,#N/A
240,0,0,68.22222222,#N/A,0,#N/A
272,0,0,43.61111111,0,#N/A,#N/A
241,0,0,63.36111111,#N/A,0,#N/A
89,0,0,39.33333333,0,#N/A,#N/A
155,0,0,50,#N/A,0,#N/A
8,0,0,43.84210526,0,#N/A,#N/A
96,0,0,59.19444444,#N/A,0,#N/A
132,0,0,43.16666667,0,#N/A,#N/A
244,0,0,52.94444444,#N/A,0,#N/A
52,0,0,53.88888889,#N/A,0,#N/A
245,0,0,48.05555556,0,#N/A,#N/A
201,0,0,45,0,#N/A,#N/A
33,0,0,45,0,#N/A,#N/A
284,0,0,53.16666667,#N/A,0,#N/A
169,0,0,43.13888889,0,#N/A,#N/A
53,0,0,50,#N/A,0,#N/A
34,0,0,43.66666667,0,#N/A,#N/A
288,0,0,43.94444444,0,#N/A,#N/A
249,0,0,43.47222222,0,#N/A,#N/A
290,0,0,44.38888889,0,#N/A,#N/A
250,0,0,43.55555556,0,#N/A,#N/A
292,0,0,42.63888889,0,#N/A,#N/A
60,0,0,43.05555556,0,#N/A,#N/A
40,0,0,43.88888889,0,#N/A,#N/A
120,0,0,44.19444444,0,#N/A,#N/A
296,0,0,39.5,0,#N/A,#N/A
26,0,0,54.05555556,#N/A,0,#N/A
207,2,0,53.26315789,#N/A,0,#N/A
121,0,0,43.97222222,0,#N/A,#N/A
300,0,0,52.52777778,#N/A,0,#N/A
190,0,0,45,0,#N/A,#N/A
140,0,0,43.69444444,0,#N/A,#N/A
170,0,0,43.27777778,0,#N/A,#N/A
73,0,0,43.25,0,#N/A,#N/A
98,0,0,55,#N/A,0,#N/A
306,0,0,46.97222222,0,#N/A,#N/A
35,0,0,44.08333333,0,#N/A,#N/A
32,0,0,48.75,0,#N/A,#N/A
125,0,0,50,#N/A,0,#N/A
209,0,0,50,#N/A,0,#N/A
260,0,0,52.02777778,#N/A,0,#N/A
312,0,0,60,#N/A,0,#N/A
261,0,0,50,#N/A,0,#N/A
75,2,0,69.88888889,#N/A,0,#N/A
99,0,0,55,#N/A,0,#N/A
316,0,0,45,0,#N/A,#N/A
263,0,0,43.61111111,0,#N/A,#N/A
23,0,0,43.11111111,0,#N/A,#N/A
264,0,0,39.80555556,0,#N/A,#N/A
41,0,0,43.02777778,0,#N/A,#N/A
36,1,0,58.13888889,#N/A,0,#N/A
322,0,0,52.88888889,#N/A,0,#N/A
66,0,0,39.52777778,0,#N/A,#N/A
324,0,0,47.30555556,0,#N/A,#N/A
194,0,0,63.16666667,#N/A,0,#N/A
326,0,0,44.11111111,0,#N/A,#N/A
268,0,0,47.58333333,0,#N/A,#N/A
328,0,0,43.86111111,0,#N/A,#N/A
43,0,0,43.88888889,0,#N/A,#N/A
178,0,0,43.30555556,0,#N/A,#N/A
270,0,0,50,#N/A,0,#N/A
37,2,0,48.61111111,0,#N/A,#N/A
177,0,0,43.41666667,0,#N/A,#N/A
619,0,0,45,0,#N/A,#N/A
683,0,0,44.58333333,0,#N/A,#N/A
651,0,0,53.05263158,#N/A,0,#N/A
354,0,0,47.63888889,0,#N/A,#N/A
421,0,0,47.62857143,0,#N/A,#N/A
393,0,0,43.42857143,0,#N/A,#N/A
635,0,0,40,0,#N/A,#N/A
495,0,0,66.84848485,#N/A,0,#N/A
667,0,0,45,0,#N/A,#N/A
378,0,0,47.44444444,0,#N/A,#N/A
700,0,0,40,0,#N/A,#N/A
433,0,0,45,0,#N/A,#N/A
611,0,0,44.82608696,0,#N/A,#N/A
434,0,0,49.05714286,0,#N/A,#N/A
627,0,0,50.94736842,#N/A,0,#N/A
499,0,0,43.4,0,#N/A,#N/A
643,0,0,45,0,#N/A,#N/A
395,2,0,46.74285714,0,#N/A,#N/A
659,0,0,45,0,#N/A,#N/A
436,0,0,55.85714286,#N/A,0,#N/A
675,0,0,40,0,#N/A,#N/A
502,0,0,52.75,#N/A,0,#N/A
691,0,0,45,0,#N/A,#N/A
503,0,0,40,0,#N/A,#N/A
599,0,0,45,0,#N/A,#N/A
379,0,0,44.19444444,0,#N/A,#N/A
607,0,0,45,0,#N/A,#N/A
505,0,0,47.80555556,0,#N/A,#N/A
615,0,0,40,0,#N/A,#N/A
397,0,0,52.14285714,#N/A,0,#N/A
623,0,0,40,0,#N/A,#N/A
439,0,0,64.08571429,#N/A,0,#N/A
631,0,0,45,0,#N/A,#N/A
440,0,0,61.4,#N/A,0,#N/A
639,0,0,40,0,#N/A,#N/A
380,0,0,39.44444444,0,#N/A,#N/A
647,0,0,55,#N/A,0,#N/A
399,0,0,47.37142857,0,#N/A,#N/A
655,0,0,45,0,#N/A,#N/A
511,0,0,43.36111111,0,#N/A,#N/A
663,0,0,45,0,#N/A,#N/A
381,0,0,46.69444444,0,#N/A,#N/A
671,0,0,45,0,#N/A,#N/A
444,0,0,55,#N/A,0,#N/A
679,0,0,40,0,#N/A,#N/A
401,0,0,47.51428571,0,#N/A,#N/A
687,0,0,45,0,#N/A,#N/A
515,0,0,47.91666667,0,#N/A,#N/A
427,0,0,46.42857143,0,#N/A,#N/A
446,0,0,51.91428571,#N/A,0,#N/A
480,0,0,47.19444444,0,#N/A,#N/A
447,0,0,55,#N/A,0,#N/A
601,0,0,45,0,#N/A,#N/A
518,0,0,43.79411765,0,#N/A,#N/A
605,0,0,45,0,#N/A,#N/A
519,0,0,38.78378378,0,#N/A,#N/A
609,0,0,45,0,#N/A,#N/A
520,0,0,39.37837838,0,#N/A,#N/A
613,0,0,45,0,#N/A,#N/A
521,0,0,39.22857143,0,#N/A,#N/A
617,0,0,40,0,#N/A,#N/A
522,0,0,40,0,#N/A,#N/A
621,0,0,45,0,#N/A,#N/A
382,0,0,54.19444444,#N/A,0,#N/A
625,0,0,40,0,#N/A,#N/A
403,1,0,69.02857143,#N/A,0,#N/A
629,0,0,39.84210526,0,#N/A,#N/A
701,0,0,45,0,#N/A,#N/A
633,0,0,45,0,#N/A,#N/A
404,0,0,44.2,0,#N/A,#N/A
637,0,0,40,0,#N/A,#N/A
527,0,0,40,0,#N/A,#N/A
374,0,0,43.36111111,0,#N/A,#N/A
528,0,0,39.72222222,0,#N/A,#N/A
355,0,0,50.25,#N/A,0,#N/A
529,0,0,39.5,0,#N/A,#N/A
649,0,0,40,0,#N/A,#N/A
530,0,0,44.55882353,0,#N/A,#N/A
653,0,0,48.71428571,0,#N/A,#N/A
531,1,0,57.24242424,#N/A,0,#N/A
657,0,0,45,0,#N/A,#N/A
532,0,0,40,0,#N/A,#N/A
661,0,0,44.35714286,0,#N/A,#N/A
533,0,0,43.57142857,0,#N/A,#N/A
426,0,0,43.54285714,0,#N/A,#N/A
534,0,0,40,0,#N/A,#N/A
669,0,0,40,0,#N/A,#N/A
535,0,0,44.86486486,0,#N/A,#N/A
673,0,0,45,0,#N/A,#N/A
536,0,0,39.81081081,0,#N/A,#N/A
677,0,0,40,0,#N/A,#N/A
537,0,0,45,0,#N/A,#N/A
681,0,0,40,0,#N/A,#N/A
538,0,0,44.34210526,0,#N/A,#N/A
685,0,0,40,0,#N/A,#N/A
539,0,0,43.73684211,0,#N/A,#N/A
689,0,0,45,0,#N/A,#N/A
371,0,0,43.38888889,0,#N/A,#N/A
693,0,0,44.75,0,#N/A,#N/A
541,0,0,57.9375,#N/A,0,#N/A
697,0,0,40,0,#N/A,#N/A
406,0,0,43.22857143,0,#N/A,#N/A
596,0,0,45,0,#N/A,#N/A
453,0,0,43.61111111,0,#N/A,#N/A
598,0,0,40,0,#N/A,#N/A
407,0,0,43.28571429,0,#N/A,#N/A
600,0,0,39.82142857,0,#N/A,#N/A
545,0,0,44.26470588,0,#N/A,#N/A
602,0,0,45,0,#N/A,#N/A
408,0,0,52.37142857,#N/A,0,#N/A
604,0,0,40,0,#N/A,#N/A
547,0,0,44.57575758,0,#N/A,#N/A
606,0,0,39.7037037,0,#N/A,#N/A
456,0,0,44.08333333,0,#N/A,#N/A
482,0,0,43.37142857,0,#N/A,#N/A
409,0,0,47.57142857,0,#N/A,#N/A
610,0,0,44.91304348,0,#N/A,#N/A
550,0,0,45,0,#N/A,#N/A
612,0,0,44.29166667,0,#N/A,#N/A
551,0,0,45,0,#N/A,#N/A
614,0,0,45,0,#N/A,#N/A
552,0,0,44.32432432,0,#N/A,#N/A
616,0,0,39.38095238,0,#N/A,#N/A
553,0,0,44.47058824,0,#N/A,#N/A
618,0,0,44.3,0,#N/A,#N/A
554,0,0,45,0,#N/A,#N/A
620,0,0,40,0,#N/A,#N/A
555,0,0,49.40625,0,#N/A,#N/A
622,0,0,40,0,#N/A,#N/A
410,0,0,52.68571429,#N/A,0,#N/A
624,0,0,44.25,0,#N/A,#N/A
384,0,0,47.4,0,#N/A,#N/A
626,0,0,59.15789474,#N/A,0,#N/A
460,2,0,82.52777778,#N/A,0,#N/A
628,0,0,50,#N/A,0,#N/A
559,0,0,40,0,#N/A,#N/A
630,0,0,45,0,#N/A,#N/A
385,0,0,47.8,0,#N/A,#N/A
632,0,0,45,0,#N/A,#N/A
462,2,0,54.08333333,#N/A,0,#N/A
634,0,0,45,0,#N/A,#N/A
463,0,0,48.30555556,0,#N/A,#N/A
636,0,0,45,0,#N/A,#N/A
464,0,0,47.30555556,0,#N/A,#N/A
638,0,0,45,0,#N/A,#N/A
564,0,0,69.22580645,#N/A,0,#N/A
640,0,0,54.38461538,#N/A,0,#N/A
565,0,0,45,0,#N/A,#N/A
423,0,0,48.2,0,#N/A,#N/A
413,0,0,47.57142857,0,#N/A,#N/A
644,0,0,45,0,#N/A,#N/A
414,0,0,41.68571429,0,#N/A,#N/A
646,0,0,40,0,#N/A,#N/A
568,2,0,54.6,#N/A,0,#N/A
361,0,0,51.75,#N/A,0,#N/A
467,0,0,39.22222222,0,#N/A,#N/A
650,0,0,44.35294118,0,#N/A,#N/A
415,0,0,51.45714286,#N/A,0,#N/A
487,0,0,48.72222222,0,#N/A,#N/A
416,0,0,48.31428571,0,#N/A,#N/A
488,0,0,43.69444444,0,#N/A,#N/A
372,0,0,54.05555556,#N/A,0,#N/A
656,0,0,45,0,#N/A,#N/A
471,0,0,41.58333333,0,#N/A,#N/A
658,0,0,40,0,#N/A,#N/A
574,0,0,50,#N/A,0,#N/A
660,0,0,40,0,#N/A,#N/A
575,0,0,52.43333333,#N/A,0,#N/A
662,0,0,39.2,0,#N/A,#N/A
472,0,0,44.25,0,#N/A,#N/A
664,0,0,50,#N/A,0,#N/A
387,1,0,57.57142857,#N/A,0,#N/A
666,0,0,45,0,#N/A,#N/A
578,0,0,40,0,#N/A,#N/A
668,0,0,45,0,#N/A,#N/A
579,0,0,49.33333333,0,#N/A,#N/A
670,0,0,44.46153846,0,#N/A,#N/A
580,0,0,40,0,#N/A,#N/A
672,0,0,45,0,#N/A,#N/A
581,0,0,45,0,#N/A,#N/A
674,0,0,40,0,#N/A,#N/A
359,0,0,58.16666667,#N/A,0,#N/A
676,0,0,44.33333333,0,#N/A,#N/A
583,0,0,40,0,#N/A,#N/A
678,0,0,40,0,#N/A,#N/A
