id_odsp,season,fthg,ftag,odd_h,odd_d,odd_a,D1_league_binary,E0_league_binary,F1_league_binary,I1_league_binary,SP1_league_binary,england_country_binary,france_country_binary,germany_country_binary,italy_country_binary,spain_country_binary,1_11_OpenPlay_Situation,1_11_time,1_11_Pass_AssistMethod,1_11_Attempt(shot)_EventType,1_11_OffTarget_ShotOutcome,1_11_KeyPass_EventType2,1_11_home_event,1_11_None_AssistMethod,1_11_Corner_EventType,1_11_Foul_EventType,1_11_FreeKickWon_EventType,1_11_HandBall_EventType,11_21_FreeKickWon_EventType,11_21_time,11_21_home_event,11_21_None_AssistMethod,11_21_OpenPlay_Situation,11_21_Pass_AssistMethod,11_21_Attempt(shot)_EventType,11_21_OffTarget_ShotOutcome,11_21_KeyPass_EventType2,11_21_Foul_EventType,11_21_OnTarget_ShotOutcome,11_21_Blocked_ShotOutcome,11_21_HitThePost_ShotOutcome,11_21_Corner_EventType,21_31_OpenPlay_Situation,21_31_time,21_31_home_event,21_31_Attempt(shot)_EventType,21_31_Blocked_ShotOutcome,21_31_None_AssistMethod,21_31_Corner_EventType,21_31_Cross_AssistMethod,21_31_KeyPass_EventType2,21_31_OnTarget_ShotOutcome,21_31_FreeKickWon_EventType,21_31_Foul_EventType,21_31_Pass_AssistMethod,21_31_OffTarget_ShotOutcome,31_41_time,31_41_None_AssistMethod,31_41_Corner_EventType,31_41_Foul_EventType,31_41_home_event,31_41_FreeKickWon_EventType,31_41_OpenPlay_Situation,31_41_Attempt(shot)_EventType,31_41_OffTarget_ShotOutcome,31_41_Cross_AssistMethod,31_41_KeyPass_EventType2,41_51_time,41_51_Foul_EventType,41_51_None_AssistMethod,41_51_Substitution_EventType,41_51_home_event,41_51_Offside_EventType,41_51_FailedThroughBall_EventType2,41_51_OpenPlay_Situation,41_51_fast_break,41_51_Pass_AssistMethod,41_51_Attempt(shot)_EventType,41_51_OffTarget_ShotOutcome,41_51_KeyPass_EventType2,41_51_YellowCard_EventType,41_51_FreeKickWon_EventType,41_51_Corner_EventType,41_51_OnTarget_ShotOutcome,51_61_Corner_Situation,51_61_time,51_61_home_event,51_61_Attempt(shot)_EventType,51_61_OnTarget_ShotOutcome,51_61_None_AssistMethod,51_61_Foul_EventType,51_61_FreeKickWon_EventType,51_61_Corner_EventType,51_61_OpenPlay_Situation,51_61_HeadedPass_AssistMethod,51_61_Blocked_ShotOutcome,51_61_KeyPass_EventType2,61_71_FreeKickWon_EventType,61_71_time,61_71_None_AssistMethod,61_71_home_event,61_71_Foul_EventType,61_71_Corner_EventType,61_71_OpenPlay_Situation,61_71_Attempt(shot)_EventType,61_71_Blocked_ShotOutcome,71_81_time,71_81_None_AssistMethod,71_81_Corner_EventType,71_81_OpenPlay_Situation,71_81_Cross_AssistMethod,71_81_Attempt(shot)_EventType,71_81_Blocked_ShotOutcome,71_81_KeyPass_EventType2,71_81_FreeKickWon_EventType,71_81_home_event,71_81_Offside_EventType,71_81_FailedThroughBall_EventType2,71_81_Foul_EventType,71_81_YellowCard_EventType,81_91_FreeKickWon_EventType,81_91_time,81_91_None_AssistMethod,81_91_home_event,81_91_Foul_EventType,81_91_Offside_EventType,81_91_FailedThroughBall_EventType2,81_91_Substitution_EventType,81_91_Corner_EventType,91_101_time,91_101_None_AssistMethod,91_101_Corner_EventType,91_101_OpenPlay_Situation,91_101_Cross_AssistMethod,91_101_Attempt(shot)_EventType,91_101_Blocked_ShotOutcome,91_101_KeyPass_EventType2,91_101_Corner_Situation,91_101_OnTarget_ShotOutcome,91_101_Pass_AssistMethod,91_101_Foul_EventType,91_101_FreeKickWon_EventType,91_101_home_event,91_101_FreeKick_Situation,91_101_OffTarget_ShotOutcome,1-time,1_11_ThroughBall_AssistMethod,1_11_OnTarget_ShotOutcome,1_11_Offside_EventType,1_11_FailedThroughBall_EventType2,11_21_HandBall_EventType,21_31_Offside_EventType,21_31_FailedThroughBall_EventType2,21_31_YellowCard_EventType,31_41_Offside_EventType,31_41_FailedThroughBall_EventType2,31_41_Pass_AssistMethod,31_41_OnTarget_ShotOutcome,41_51_Blocked_ShotOutcome,51_61_Offside_EventType,51_61_FailedThroughBall_EventType2,51_61_Pass_AssistMethod,51_61_OffTarget_ShotOutcome,61_71_FreeKick_Situation,61_71_OffTarget_ShotOutcome,61_71_Substitution_EventType,61_71_Pass_AssistMethod,61_71_KeyPass_EventType2,61_71_Corner_Situation,61_71_Cross_AssistMethod,61_71_Offside_EventType,61_71_FailedThroughBall_EventType2,71_81_OnTarget_ShotOutcome,71_81_Pass_AssistMethod,71_81_OffTarget_ShotOutcome,71_81_HitThePost_ShotOutcome,81_91_OpenPlay_Situation,81_91_Pass_AssistMethod,81_91_Attempt(shot)_EventType,81_91_Blocked_ShotOutcome,81_91_KeyPass_EventType2,81_91_OnTarget_ShotOutcome,91_101_Substitution_EventType,91_101_HeadedPass_AssistMethod,91_101_YellowCard_EventType,1_11_Blocked_ShotOutcome,1_11_Cross_AssistMethod,11_21_HeadedPass_AssistMethod,11_21_Offside_EventType,11_21_FailedThroughBall_EventType2,21_31_SetPiece_Situation,31_41_YellowCard_EventType,41_51_ThroughBall_AssistMethod,51_61_Cross_AssistMethod,61_71_HeadedPass_AssistMethod,61_71_OnTarget_ShotOutcome,81_91_FreeKick_Situation,81_91_HitThePost_ShotOutcome,91_101_Offside_EventType,91_101_FailedThroughBall_EventType2,11_21_YellowCard_EventType,11_21_Corner_Situation,11_21_Cross_AssistMethod,31_41_Blocked_ShotOutcome,41_51_HandBall_EventType,41_51_SetPiece_Situation,61_71_HandBall_EventType,61_71_YellowCard_EventType,71_81_Substitution_EventType,81_91_Cross_AssistMethod,81_91_OffTarget_ShotOutcome,81_91_YellowCard_EventType,11_21_SetPiece_Situation,31_41_HeadedPass_AssistMethod,51_61_HandBall_EventType,11_21_FreeKick_Situation,21_31_ThroughBall_AssistMethod,21_31_Corner_Situation,31_41_SetPiece_Situation,41_51_Cross_AssistMethod,51_61_YellowCard_EventType,51_61_FreeKick_Situation,51_61_ThroughBall_AssistMethod,31_41_Corner_Situation,31_41_HandBall_EventType,41_51_Corner_Situation,51_61_SetPiece_Situation,61_71_fast_break,1_11_Corner_Situation,11_21_fast_break,31_41_FreeKick_Situation,91_101_SetPiece_Situation,41_51_FreeKick_Situation,81_91_OwnGoal_EventType2,91_101_fast_break,71_81_ThroughBall_AssistMethod,81_91_Corner_Situation,1_11_YellowCard_EventType,51_61_Substitution_EventType,51_61_fast_break,61_71_SetPiece_Situation,71_81_HeadedPass_AssistMethod,71_81_SetPiece_Situation,21_31_PenaltyConceded_EventType,21_31_HandBall_EventType,31_41_PenaltyConceded_EventType,71_81_HandBall_EventType,81_91_HandBall_EventType,11_21_ThroughBall_AssistMethod,31_41_ThroughBall_AssistMethod,41_51_HeadedPass_AssistMethod,1_11_FreeKick_Situation,11_21_OwnGoal_EventType2,51_61_PenaltyConceded_EventType,1_11_HeadedPass_AssistMethod,71_81_PenaltyConceded_EventType,91_101_HandBall_EventType,81_91_HeadedPass_AssistMethod,21_31_FreeKick_Situation,21_31_Substitution_EventType,41_51_HitThePost_ShotOutcome,71_81_Corner_Situation,91_101_HitThePost_ShotOutcome,1_11_fast_break,1_11_Substitution_EventType,41_51_PenaltyConceded_EventType,61_71_ThroughBall_AssistMethod,81_91_SetPiece_Situation,1_11_HitThePost_ShotOutcome,21_31_HeadedPass_AssistMethod,11_21_PenaltyConceded_EventType,21_31_HitThePost_ShotOutcome,71_81_SendingOff_EventType2,81_91_ThroughBall_AssistMethod,91_101_ThroughBall_AssistMethod,1_11_SetPiece_Situation,21_31_fast_break,51_61_HitThePost_ShotOutcome,81_91_fast_break,41_51_StraightRedCard_EventType,41_51_SendingOff_EventType2,71_81_StraightRedCard_EventType,91_101_SendingOff_EventType2,31_41_fast_break,61_71_PenaltyConceded_EventType,61_71_StraightRedCard_EventType,61_71_SendingOff_EventType2,81_91_StraightRedCard_EventType,81_91_SendingOff_EventType2,1_11_OwnGoal_EventType2,71_81_fast_break,11_21_Substitution_EventType,31_41_Substitution_EventType,71_81_FreeKick_Situation,81_91_PenaltyConceded_EventType,61_71_HitThePost_ShotOutcome,11_21_StraightRedCard_EventType,11_21_SendingOff_EventType2,51_61_SendingOff_EventType2,51_61_StraightRedCard_EventType,31_41_HitThePost_ShotOutcome,31_41_OwnGoal_EventType2,1_11_PenaltyConceded_EventType,91_101_StraightRedCard_EventType,21_31_SendingOff_EventType2,21_31_OwnGoal_EventType2,91_101_PenaltyConceded_EventType,21_31_StraightRedCard_EventType,31_41_StraightRedCard_EventType,31_41_SendingOff_EventType2,71_81_OwnGoal_EventType2,61_71_OwnGoal_EventType2,41_51_OwnGoal_EventType2,1_11_StraightRedCard_EventType,1_11_SendingOff_EventType2,91_101_OwnGoal_EventType2,51_61_OwnGoal_EventType2,81_91_SecondYellowCard_EventType,41_51_SecondYellowCard_EventType,71_81_SecondYellowCard_EventType,31_41_SecondYellowCard_EventType,51_61_SecondYellowCard_EventType,91_101_SecondYellowCard_EventType,61_71_SecondYellowCard_EventType,CLASS
ID5ukOkq/,2012,0,0,17.72,8.6,1.2,0,0,0,0,1,0,0,0,0,1,1,42,1,1,1,1,4,9,,4,4,,4,106,6,10,1,,1,1,,3,,,,,1,185,5,1,1,9,,,1,,4,5,1,,265,9,2,2,5,3,1,1,1,,1,398,3,9,,4,,,1,,1,2,1,1,1,3,1,,,473,4,3,2,7,2,2,2,3,,,3,3,544,8,3,3,2,2,2,1,628,9,,2,,2,,1,3,5,,,4,,3,683,10,5,2,,,2,,739,10,,,,,,,,,,4,3,4,,,2,,,1,1,,,,,1,1,1,,1,,,2,1,,,,2,2,,,,,,1,2,,1,,2,1,,,2,,1,,,,2,2,,1,,1,,1,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
KzqzsWhd/,2012,1,1,1.32,5.58,14.2,0,0,0,1,0,0,0,0,1,0,3,60,2,3,2,2,5,8,1,3,3,,3,139,5,8,2,1,2,1,2,3,,1,,,1,214,5,1,1,10,2,,,,3,3,,,274,10,1,3,5,3,1,1,,,,327,4,8,,5,,,1,1,2,2,1,2,1,3,,1,,398,5,4,1,7,2,3,,3,1,,3,2,446,9,5,2,,1,1,,498,8,1,3,1,4,1,2,3,4,,,2,,3,587,9,5,4,,,1,,630,8,3,3,1,4,2,2,1,1,1,1,1,8,,1,1,,1,,,,1,1,,1,1,,,,,,1,3,,,3,1,1,,,1,1,2,1,,1,1,1,1,,1,1,,,1,,,,1,1,,1,,1,,1,,,,,1,,1,1,,1,,1,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
lQHyggGJ/,2012,2,0,1.44,4.9,10.3,0,0,1,0,0,0,1,0,0,0,1,57,1,1,1,1,4,9,,4,3,,3,187,7,7,3,2,3,2,3,2,1,,,1,2,255,5,3,,7,,1,3,2,2,2,2,1,349,10,,5,5,4,,,,,,407,4,9,,6,,,1,,1,1,1,1,,5,,,,450,5,2,2,9,2,4,,2,,,1,4,491,9,6,5,,,1,,546,8,1,3,,3,1,2,2,6,,,2,1,1,610,6,5,1,1,1,,1,684,7,1,3,2,3,1,3,,1,,1,1,6,,1,1,,,2,2,,2,2,1,,,,,,,,1,,,1,,,1,,1,,,,2,2,,6,4,6,3,4,1,2,,1,,,,1,1,1,1,,,,,,,1,1,,,1,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1
nochd6c9/,2012,1,0,1.68,4.09,6.2,0,0,0,0,1,0,0,0,0,1,1,61,,1,1,,6,10,,3,3,2,3,171,6,9,1,,3,2,1,4,,,1,,1,262,5,1,,9,,,1,,4,5,1,1,359,10,1,3,4,4,1,1,,,,458,3,9,,6,1,1,1,,1,1,,1,,3,1,1,,529,5,2,,8,4,4,,2,,1,2,2,596,9,4,2,1,1,3,1,676,8,,2,1,2,,2,2,3,1,1,2,,1,747,8,6,1,,,,3,809,9,,1,,1,,1,,,1,3,3,4,,1,2,,,1,1,,,,,,,,1,,,,2,1,2,1,1,,1,,1,,,2,1,,,3,1,4,1,2,1,1,,1,,,,,,,,,,,1,,,1,1,,,,,1,,,1,3,1,2,1,,,,2,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
OS3amYFS/,2012,1,0,3.2,3.1,2.74,0,0,0,1,0,0,0,0,1,0,3,74,1,3,3,1,5,9,2,2,2,,4,194,4,8,2,2,2,1,2,3,,1,,1,1,340,5,1,,9,,,1,,3,4,1,1,511,9,,2,5,2,2,2,2,,1,647,2,8,1,7,,,1,,1,3,2,2,1,2,1,1,1,714,6,4,2,7,2,2,1,3,,,3,3,777,9,5,3,,1,1,,855,7,2,4,2,4,,3,1,5,,,1,1,,180,1,1,,1,1,,,,,,,,,,,,,,,,,,,3,,,1,1,,1,1,,1,1,1,,,,,1,2,,1,,1,1,,,1,1,2,1,2,,1,1,1,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,1,,1,,,,,,,,,1,,,,,,1,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
QLDDg4sS/,2012,1,2,2.25,3.31,3.92,0,0,0,0,1,0,0,0,0,1,2,139,,2,1,1,3,9,3,2,2,,2,245,5,6,4,3,4,1,4,1,2,1,,2,1,357,6,2,1,8,1,1,2,1,3,3,1,,436,8,2,2,7,2,3,3,1,1,2,499,3,10,2,5,,,,,,,,,1,4,,,,594,7,3,1,7,3,2,,3,,,3,2,657,8,3,2,2,2,3,,722,10,,,,2,,,3,5,,,3,,3,800,8,7,2,,,,1,621,6,,1,1,1,,1,,1,,2,2,3,,,4,,1,1,1,,1,1,,,,1,,,1,1,3,2,1,1,1,2,2,,,,,2,,,,2,2,3,,2,2,1,,1,,1,1,,,,1,,,,2,,,,,1,,,2,,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
QyjRrhOq/,2012,3,0,1.72,3.7,6.73,0,0,0,1,0,0,0,0,1,0,2,64,1,2,1,2,3,8,1,2,2,,3,157,6,9,,,1,1,1,3,,,,2,1,256,5,1,1,9,1,,1,,5,3,1,,341,7,1,3,7,3,3,3,,,3,417,3,9,,5,,,2,,1,2,1,1,1,3,1,,1,479,6,4,2,8,3,3,,3,,,2,3,547,9,5,3,1,2,2,,639,6,2,4,2,5,1,4,1,4,,,1,,3,697,8,5,3,,,1,,784,9,1,1,,1,,1,,1,,2,3,4,,,2,,1,3,3,,,,,,,2,1,1,,,1,2,,2,,1,1,,,,,1,1,3,,3,2,3,1,2,,3,,,,,1,,,,,,1,,,,,,,1,1,,2,,,,1,1,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
SGGuhDVP/,2012,1,1,2.7,3.05,3.2,0,0,1,0,0,0,1,0,0,0,1,50,1,1,1,1,5,9,,4,4,,3,126,6,9,1,,2,,1,3,1,1,,,,220,6,,,10,2,,,,3,3,,,325,10,,4,4,4,1,1,1,,,440,4,8,,4,,,1,,2,2,1,2,,3,1,1,,494,4,3,,9,3,4,,3,,,1,1,584,8,3,1,3,4,4,4,669,9,,3,,3,1,1,1,4,1,1,1,1,2,766,9,3,2,,,1,3,847,10,1,,,1,,,1,1,,4,3,4,,,1,,,1,1,2,,,1,,,,,,,,,3,,,,1,2,,1,,,1,1,,1,1,1,1,,1,,1,,,,,,,,,1,,1,,,,,,,,,1,,,,1,,3,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
tOdGoB8g/,2012,2,6,2.5,3.39,3.25,0,0,1,0,0,0,1,0,0,0,2,59,1,4,3,1,3,9,,3,3,,2,170,3,8,2,2,3,1,2,2,1,1,,1,3,281,4,3,,7,,,3,2,3,3,1,1,350,9,,4,4,4,,1,,1,1,400,4,9,,6,,,1,,,1,,1,,4,1,1,,526,3,4,2,6,1,1,2,4,,,4,2,677,9,6,2,,1,2,,742,10,1,,,1,,,4,6,,,3,,,824,7,7,1,,,2,3,719,4,,3,1,4,,4,,2,1,2,2,3,,2,4,,1,,,,,,1,,,,1,,,,3,2,,,2,1,1,,,,,,,1,,3,1,4,,3,1,,,,,,,1,1,,1,,,,2,,,,,,,,,,,,1,1,2,3,,1,,1,,1,,1,1,,,1,,,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,,2,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
xdeQ5FVd/,2012,1,2,2.58,3.2,3.35,0,0,0,1,0,0,0,0,1,0,1,53,1,2,,1,6,9,1,2,2,1,2,146,5,6,4,4,4,2,4,2,2,,,,3,282,7,3,1,9,1,,1,2,2,1,1,,373,10,,4,4,4,1,1,,,,435,2,6,,4,,,5,,2,5,3,4,,2,1,1,,497,3,1,,9,3,3,1,1,,,1,4,577,9,3,3,1,,1,,645,10,,,,,,,2,7,1,1,4,1,3,709,9,6,2,,,2,1,796,9,,3,,3,1,1,,1,,3,3,4,,1,1,,2,1,1,,2,2,1,,,,1,1,,,1,1,,,,,1,1,,,,,,,,1,1,1,,1,,1,1,,,,,,,,,,,1,1,,,,,2,,,,,,,1,1,,1,1,,,,,,,,2,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0
0l1deQCF/,2012,4,3,1.7,4.09,6,0,0,0,0,1,0,0,0,0,1,3,83,3,4,1,3,3,7,1,2,1,1,3,182,6,8,5,2,5,2,2,2,1,2,,,2,302,3,2,,9,3,,1,2,1,1,1,,408,8,,3,5,3,2,2,1,,2,486,1,7,1,3,,,2,,,4,1,3,1,1,1,3,,569,5,2,2,8,2,2,1,2,,,2,3,663,9,4,3,1,1,1,1,750,9,1,5,,5,2,1,1,2,1,1,1,,1,828,8,2,2,,,,2,889,8,2,1,2,2,,2,1,,,2,3,3,,2,1,,3,,,,3,3,,1,1,2,1,,2,2,2,,,,1,1,1,,,,,1,1,2,,3,1,3,1,2,1,,,,,,,,,,,1,,,,,,1,1,,,,,,1,,,1,1,1,1,,,,,,,,2,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
6yms2XUL/,2012,1,1,1.63,4,7.4,0,0,0,1,0,0,0,0,1,0,2,85,3,3,1,3,6,7,4,1,1,,1,197,5,6,4,2,4,2,4,1,1,1,,2,2,292,4,2,,8,,,2,1,4,3,1,1,388,9,,4,4,4,1,1,,,1,474,1,6,2,5,1,1,5,,4,5,2,4,,1,,2,1,564,3,1,,9,2,2,4,,1,,1,1,659,8,4,2,,3,3,1,769,8,,3,,3,1,2,3,5,,,2,,2,869,9,4,2,,,,,450,3,1,1,1,2,1,2,,,1,1,1,4,,1,3,,,1,1,,1,1,,1,1,,1,1,1,1,,1,,,2,1,2,,,2,2,1,2,1,,4,1,4,,1,1,,,,2,,,2,2,,,,,1,2,,1,,,,,1,,,,,,2,,2,2,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
rDj1fpSL/,2012,1,0,2.46,3.35,3.37,0,0,0,0,1,0,0,0,0,1,,24,,,,,5,10,,5,5,,2,89,5,9,1,,1,1,1,3,,,,2,,161,6,,,10,,,,,4,3,,,271,8,1,2,4,3,1,2,2,,2,372,3,9,,6,,,1,,1,1,1,1,2,4,,,,438,4,3,1,8,3,3,,3,,,2,3,486,8,7,3,2,2,2,1,570,8,2,3,1,3,2,2,2,8,,,2,,2,634,7,6,2,,,1,1,692,10,1,1,,1,1,,,,,3,4,5,,,1,,,,,1,1,1,1,,,2,,,1,1,,2,,,,2,2,,,,,,1,1,,4,3,4,3,3,1,,,,,,,1,1,,,,2,,1,,,1,1,,,1,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
OKJBQ37U/,2012,1,2,1.56,5,6.23,1,0,0,0,0,0,0,1,0,0,5,37,4,5,2,5,3,5,2,1,1,1,2,176,8,8,6,2,6,2,2,2,2,1,1,,1,282,5,1,,9,,,1,1,4,4,1,,377,8,2,3,3,3,2,2,1,,2,455,4,10,,5,,,2,,,2,1,,,4,,,1,524,3,5,3,6,1,1,2,4,,1,4,2,593,9,6,2,1,2,3,1,668,10,1,,,1,,,3,4,,,3,,3,727,10,5,4,1,1,,,780,9,1,3,,3,2,1,,1,1,2,3,6,,,1,,2,,,,1,1,,,,2,,1,1,1,1,1,1,2,,1,1,,,1,1,1,,,,,,1,,,,1,,,1,,,,,,,,3,,,1,,,,,,,1,,,,1,2,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
0MASHCU8/,2012,1,0,1.37,5.3,12,0,0,0,1,0,0,0,0,1,0,1,40,1,2,,2,6,8,1,3,3,,2,147,5,8,1,1,2,1,2,2,1,,,4,2,235,6,2,1,9,1,1,1,,2,3,,1,304,10,2,3,7,4,1,1,,,,365,4,10,,6,1,1,,,,,,,1,4,,,,456,4,,,10,4,3,,,,,,2,506,8,8,1,1,2,3,1,603,6,1,5,1,5,1,4,1,3,1,1,1,,2,687,9,8,2,1,1,1,2,817,10,1,,,,,,,,,2,3,5,,,1,,2,1,1,,1,1,1,,,,,,1,1,,,,1,1,1,2,1,,1,1,2,3,2,,1,1,1,,1,1,2,,,,1,,,,,,,,,1,,,2,2,,1,1,1,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
AHF7RqhO/,2012,1,2,4.2,3.82,1.99,1,0,0,0,0,0,0,1,0,0,4,62,1,4,,3,3,7,2,2,2,,1,154,3,4,5,4,6,1,6,1,1,4,,1,2,285,6,2,1,9,1,,1,1,4,3,1,,393,7,1,3,4,2,3,3,1,,3,481,3,9,,4,,,3,,1,3,2,1,,3,1,,1,567,4,3,2,7,2,2,1,2,,,3,2,625,7,5,2,,3,3,,752,9,2,1,1,1,,1,1,4,2,2,1,,1,840,8,7,1,1,1,1,2,800,9,1,,,1,,,,1,,2,2,4,,,2,,3,,,,,,,,,3,1,1,2,2,2,1,,1,,1,3,,2,3,3,,,1,,4,1,4,3,2,1,1,,1,1,2,,1,1,,,,1,,2,,,,,,1,2,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
AmIzq9hC/,2012,2,4,2.25,3.35,3.9,0,0,1,0,0,0,1,0,0,0,,30,,1,1,1,5,9,1,4,4,,3,148,5,8,1,1,3,2,2,1,1,,,2,,250,5,,,10,,,,,3,4,,,402,7,2,2,6,2,2,3,1,3,3,465,2,9,2,6,,,,,,2,1,1,2,2,,1,,561,6,5,2,7,1,1,,5,,1,3,3,651,10,4,3,,2,2,1,760,8,,2,1,2,,2,3,6,,,3,,2,846,8,6,2,,,,1,450,5,,1,,1,1,,,,,2,2,3,,,1,,,,,,1,1,1,,,,2,,,,3,2,,,1,,,,,,,1,,1,,3,2,4,,2,2,,,,,1,,,,,1,,,,1,1,,,,1,1,1,,,1,,1,2,,2,1,1,,1,,,,,1,1,,,1,,,,,,,,,1,,,1,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0
dSvCnra4/,2012,1,0,1.75,3.55,6.8,0,0,1,0,0,0,1,0,0,0,1,49,,1,,1,3,9,2,4,3,,4,122,7,9,,,1,1,1,3,,,,1,3,174,6,3,2,8,1,1,2,,3,3,1,1,256,9,1,3,6,3,1,1,,,1,356,3,9,,5,,,2,,1,2,,1,1,4,,1,,438,6,2,,8,3,2,1,2,,1,2,3,517,10,6,3,1,,,,576,7,,3,1,3,,3,3,5,,,3,1,3,716,10,5,3,,,2,,824,9,,,,1,,1,,,1,4,3,4,,1,1,1,1,,,1,,,,1,1,1,,1,1,1,1,1,,,,,,,,1,1,2,2,1,,2,,2,1,,1,2,,,,,,,,,,,1,,,,,,,,1,1,1,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
fqAWGWqF/,2012,0,0,1.96,3.4,5.09,0,0,0,1,0,0,0,0,1,0,,50,,1,1,1,5,9,2,3,4,,2,201,4,9,1,1,2,1,1,3,1,,,2,2,373,4,3,,7,1,,3,1,2,3,2,2,443,9,2,2,4,3,1,2,1,1,1,524,2,8,1,4,,,2,,1,3,2,2,1,2,1,,1,601,7,6,3,5,,,4,5,,1,5,3,680,10,6,3,,1,2,1,798,10,1,,,,,,3,5,,,2,1,1,608,5,2,2,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,1,1,,,3,2,,1,1,,,,,,,,,,,2,2,2,,2,1,,,,,1,,1,1,1,1,,2,,,,,,,,,,,,,,1,3,,1,1,1,,,,1,,,1,,,,1,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
