LogID,NumPages,WikiAccesses,NumWords
1570,18,0,0
1571,38,0,0
1572,1,0,0
1573,40,0,0
1574,47,0,0
1575,7,0,0
1576,7,0,0
1578,37,0,0
158,78,2,0
1581,298,0,0
1584,91,0,0
1585,60,0,0
1588,38,0,0
1589,71,0,0
159,94,0,0
1591,67,0,0
1595,3,0,0
1596,4,0,0
1598,235,0,0
16,21,0,0
160,85,0,0
1600,8,0,0
1601,264,0,0
1602,3,0,0
1603,11,0,0
1604,6,0,0
1605,96,0,0
1606,27,0,0
1607,3,0,0
1608,100,0,0
1609,163,0,0
161,85,0,0
1610,186,0,0
1612,22,0,0
1613,4,0,0
1614,60,0,0
1615,43,0,0
1616,19,0,0
1617,7,0,0
1619,8,0,0
162,84,1,0
1620,5,0,0
1621,46,0,0
1622,9,0,0
1623,31,0,0
1624,9,0,0
1625,8,0,0
1626,440,0,0
1627,24,0,0
1629,29,0,0
163,57,0,0
1630,18,0,0
1631,109,0,0
1632,110,0,0
1634,121,0,0
1635,15,0,0
1636,10,0,0
1637,93,1,0
1638,7,0,0
164,91,0,0
1643,138,0,0
1644,22,0,0
1645,64,0,0
1646,28,0,0
1647,2,0,0
1648,258,0,0
1649,1,0,0
165,80,4,0
1650,19,0,0
1651,2,0,0
1652,16,0,0
1654,121,0,0
1655,39,0,0
1656,81,0,0
1657,44,0,0
1658,20,0,0
1659,15,0,0
166,101,0,0
1660,165,0,0
1661,75,0,0
1662,215,2,0
1663,124,0,0
1665,52,0,0
1666,38,0,0
1667,11,0,0
1668,259,8,0
1669,151,3,0
167,72,0,0
1670,24,0,0
1671,299,2,0
1672,151,0,0
1673,175,8,0
1674,225,0,0
1675,225,0,0
1676,87,0,0
1677,281,3,0
1678,80,0,0
1679,27,0,0
168,151,0,0
1680,96,0,0
1681,83,0,0
1682,391,6,0
1683,184,5,0
1684,59,1,0
1685,62,0,0
1686,58,0,0
1687,5,0,0
1688,187,0,0
1689,179,0,0
169,154,0,0
1690,10,0,0
1691,23,0,0
1692,30,1,0
1693,4,0,0
1694,7,0,0
1696,26,0,0
1697,8,0,0
1698,114,0,0
1699,9,0,0
17,59,3,0
170,143,1,0
1701,2,0,0
1702,111,0,0
1703,5,0,0
1704,4,0,0
1705,48,0,0
1706,37,0,0
1707,41,0,0
1708,17,0,0
1709,32,0,0
171,84,0,0
1710,52,0,0
1711,19,0,0
1712,33,0,0
1713,36,0,0
1715,455,2,0
1716,107,0,0
1717,304,1,0
1718,37,0,0
1719,211,0,0
1720,293,0,0
1721,396,0,0
1722,130,1,0
1723,159,0,0
1724,163,1,0
1725,176,0,0
1726,72,0,0
1727,22,0,0
1728,18,0,0
1729,186,7,0
173,19,0,0
1730,41,0,0
1731,23,0,0
1732,48,0,0
1733,31,0,0
1734,32,0,0
1735,35,0,0
1736,88,0,0
1737,51,0,0
1738,203,0,0
1739,60,0,0
174,75,0,0
1740,10,0,0
1741,11,0,0
1742,37,0,0
1743,30,0,0
1744,26,0,0
1745,26,0,0
1746,33,0,0
1747,30,0,0
1748,248,0,0
1749,138,6,0
175,132,1,0
1750,38,0,0
1751,347,2,0
1752,25,0,0
1753,239,4,0
1754,325,8,0
1755,167,2,0
1756,17,0,0
1757,145,0,0
1758,89,0,0
1759,49,0,0
176,65,0,0
1760,170,6,0
1761,93,0,0
1762,14,0,0
1763,72,0,0
1764,111,0,0
1765,213,1,0
1766,145,0,0
1767,91,0,0
1768,4,0,0
1769,40,0,0
177,51,0,0
1770,157,2,0
1771,11,0,0
1772,34,0,0
1773,27,0,0
1774,11,0,0
1775,56,0,0
1776,282,0,0
1777,99,0,0
1778,19,0,0
1779,108,0,0
178,116,2,0
1780,121,0,0
1781,183,2,0
1782,276,0,0
1783,26,0,0
1784,10,0,0
1785,57,0,0
1786,17,0,0
1787,64,0,0
1788,150,0,0
1789,201,0,0
179,116,0,0
1790,74,0,0
1791,123,0,0
1792,143,1,0
1793,25,0,0
1794,32,0,0
1795,269,5,0
1796,52,0,0
1797,192,16,0
1798,30,0,0
1799,176,0,0
18,41,4,0
180,63,0,0
1800,39,0,0
1801,40,0,0
1802,114,0,0
1803,279,0,0
1804,22,0,0
1805,77,0,0
1806,316,0,0
1807,41,0,0
1808,65,0,0
1809,57,0,0
181,51,0,0
1810,4,0,0
1811,62,0,0
1812,109,0,0
1813,94,0,0
1814,104,0,0
1815,29,0,0
1816,255,0,0
1817,237,0,0
1818,43,0,0
1819,23,0,0
182,12,0,0
1820,12,0,0
1821,29,0,0
1822,34,0,0
1823,119,0,0
1824,79,0,0
1825,50,0,0
1826,77,0,0
1827,242,0,0
1828,121,0,0
1829,34,0,0
183,69,0,0
1830,110,0,0
1831,410,24,0
1832,87,0,0
1833,40,0,0
1834,257,2,0
1835,342,2,0
1836,281,67,0
1837,409,3,0
1838,223,0,0
1839,109,0,0
184,67,0,0
1840,121,0,0
1841,42,0,0
1842,27,0,0
1843,211,0,0
1844,443,0,0
1845,32,0,0
1846,240,3,0
1847,257,3,0
1848,53,0,0
1849,362,10,0
185,102,0,0
1850,11,0,0
1851,397,4,0
1852,67,0,0
1853,136,0,0
1854,219,0,0
1855,83,0,0
1856,66,0,0
1857,158,1,0
1858,172,4,0
1859,26,0,0
186,37,0,0
1860,293,0,0
1861,118,0,0
1862,13,0,0
1863,203,0,0
1864,170,0,0
1865,133,0,0
1868,193,0,0
1870,252,2,0
1871,2,0,0
1872,11,0,0
1873,91,0,0
1874,149,0,0
1875,430,1,0
1876,30,0,0
1877,82,0,0
1878,200,0,0
1879,331,0,0
188,201,3,0
1880,224,1,0
1881,550,0,0
1882,208,0,0
1883,164,0,0
1884,197,0,0
1885,105,2,0
1886,15,0,0
1887,15,0,0
1888,158,0,0
1889,236,0,0
189,79,1,0
1890,108,0,0
1891,13,0,0
1892,278,2,0
1893,15,0,0
1894,13,0,0
1895,14,0,0
1896,18,0,0
1897,38,0,0
1898,133,0,0
19,68,1,0
190,119,0,0
1900,26,0,0
1901,298,0,0
1902,10,0,0
1903,124,0,0
1904,209,0,0
1905,19,0,0
1906,227,0,0
1907,17,0,0
1908,17,0,0
1909,15,0,0
191,95,0,0
1912,257,0,0
1914,24,0,0
1917,2,0,0
1919,23,0,0
192,74,0,0
1920,17,0,0
1921,153,1,0
1923,70,0,0
1924,118,0,0
1926,30,0,0
1928,34,0,0
1929,12,0,0
1930,92,0,0
1932,284,0,0
1934,67,0,0
194,160,0,0
1940,21,0,0
195,129,0,0
1957,395,1,0
196,94,0,0
1963,14,0,0
1976,12,0,0
198,3,0,0
1980,244,1,0
1985,14,0,0
1989,134,0,0
2,1,0,0
20,206,0,0
200,179,0,0
2002,2,0,0
2004,178,0,0
2005,276,2,0
2006,199,0,0
2008,133,0,0
2009,164,3,0
201,128,0,0
2012,231,0,0
2013,112,0,0
2014,61,0,0
2018,265,4,0
202,216,0,0
2021,166,5,0
2022,9,0,0
2026,249,2,0
2028,310,4,0
2029,148,0,0
203,35,0,0
2030,140,0,0
2031,31,0,0
2032,518,5,0
2033,18,0,0
2034,29,0,0
2035,61,0,0
2036,2,0,0
2037,547,6,0
2038,53,0,0
2039,78,5,0
204,1,0,0
2040,13,0,0
2041,13,0,0
2042,23,0,0
2043,19,0,0
2044,182,0,0
2045,98,0,0
2047,1,0,0
2048,125,0,0
2049,277,0,0
2051,32,0,0
2052,157,1,0
2053,74,0,0
2054,32,0,0
2056,83,0,0
2057,268,0,0
2059,25,0,0
206,241,1,0
2060,281,0,0
2062,3,0,0
2063,143,0,0
2064,168,0,0
2066,57,0,0
2067,48,0,0
2068,155,1,0
2069,22,0,0
207,38,0,0
2073,2,0,0
2074,28,0,0
2077,2,0,0
2078,213,0,0
2079,12,0,0
208,114,6,0
2081,9,0,0
2083,11,0,0
2084,405,5,0
2085,137,1,0
2086,164,1,0
2088,73,0,0
2089,129,0,0
209,181,2,0
2090,5,0,0
2092,208,0,0
2094,115,0,0
2095,35,0,0
2096,1,0,0
2099,63,0,0
21,50,2,0
210,34,0,0
2102,162,0,0
2103,283,0,0
2105,64,0,0
2108,121,1,0
211,140,2,0
2110,37,0,0
2111,63,0,0
2118,43,0,0
2119,40,0,0
212,93,2,0
2120,54,0,0
2121,64,0,0
2122,16,0,0
2125,241,0,0
2127,158,0,0
2128,10,0,0
213,44,0,0
2131,4,0,0
2136,32,0,0
2139,76,0,0
214,52,0,0
2140,130,0,0
2141,147,0,0
2143,1,0,0
2148,3,0,0
215,68,0,0
2150,36,0,0
2155,87,2,0
2159,45,0,0
216,168,2,0
2163,3,0,0
2165,90,0,0
2166,1,0,0
2169,127,0,0
217,196,1,0
2170,88,0,0
2176,19,0,0
218,78,0,0
2183,3,0,0
2184,3,0,0
2188,10,0,0
2189,2,0,0
219,134,0,0
2192,57,0,0
2193,4,0,0
2198,259,5,0
2199,28,0,0
22,172,3,0
220,221,0,0
2200,277,1,0
2201,14,0,0
2202,27,0,0
2203,243,4,0
2204,106,0,0
2205,123,0,0
2208,108,0,0
2209,4,0,0
221,145,0,0
2210,151,2,0
2211,106,0,0
2212,192,0,0
2214,191,3,0
2215,217,1,0
2216,164,0,0
2217,67,0,0
2218,176,0,0
2219,183,0,0
222,66,2,0
2220,177,1,0
2221,273,0,0
2222,9,0,0
2223,22,0,0
2224,13,0,0
2225,8,0,0
2226,10,0,0
2227,17,0,0
2228,32,0,0
2229,15,0,0
223,104,0,0
2230,8,0,0
2231,23,0,0
2232,11,0,0
2233,22,0,0
2234,18,0,0
2235,11,0,0
2236,12,0,0
2237,8,0,0
2238,14,0,0
2239,10,0,0
224,105,0,0
2240,18,0,0
2241,37,0,0
2242,16,0,0
2243,34,0,0
2244,12,0,0
2245,20,0,0
2246,4,0,0
2247,21,0,0
2248,10,0,0
2249,5,0,0
2250,15,0,0
2251,55,0,0
2252,19,0,0
2253,35,0,0
2254,4,0,0
2255,7,0,0
2256,18,0,0
2257,31,0,0
2258,18,0,0
2259,108,5,0
226,126,0,0
2261,12,0,0
2262,26,0,0
2264,24,0,0
2265,3,0,0
2266,26,0,0
2267,6,0,0
227,226,0,0
2274,65,0,0
2276,5,0,0
2277,18,0,0
2278,101,0,0
2279,4,0,0
228,61,1,0
2283,128,0,0
2284,179,0,0
229,126,0,0
2294,152,0,0
2295,14,0,0
2298,98,0,0
2299,233,0,0
23,54,0,0
230,129,0,0
2300,11,0,0
2302,4,0,0
2303,306,0,0
2306,22,0,0
2307,340,20,0
2309,5,0,0
231,39,0,0
2311,322,0,0
2312,204,1,0
2315,44,0,0
2316,13,0,0
2317,39,0,0
2318,94,0,0
2319,163,0,0
232,31,0,0
2320,94,0,0
2321,96,0,0
2322,111,0,0
2323,21,0,0
2324,83,0,0
2325,127,0,0
2326,97,0,0
2327,91,0,0
2328,50,0,0
2329,4,0,0
233,1,0,0
2330,4,0,0
2331,41,0,0
2332,292,0,0
2333,325,0,0
2334,104,0,0
2335,99,0,0
2336,200,2,0
2337,255,2,0
2338,25,0,0
234,105,0,0
2340,7,0,0
2341,4,0,0
2342,128,0,0
2343,91,0,0
2344,5,0,0
2345,91,0,0
2346,47,2,0
2347,124,1,0
2348,91,0,0
2349,109,0,0
235,86,0,0
2350,151,0,0
2351,237,1,0
2352,134,0,0
2353,93,0,0
2354,297,7,0
2355,3,0,0
2356,91,0,0
2357,437,0,0
2358,326,0,0
2359,144,0,0
236,133,0,0
2360,151,0,0
2361,176,0,0
2362,44,0,0
2363,4,0,0
2364,138,0,0
2365,32,0,0
2366,23,0,0
2367,193,0,0
2368,143,0,0
2369,252,3,0
237,123,0,0
2370,119,0,0
2371,31,0,0
2372,133,0,0
2373,128,0,0
2374,250,0,0
2375,196,0,0
2377,43,0,0
2378,40,0,0
2379,99,1,0
238,190,0,0
2380,86,0,0
2381,99,0,0
2382,178,0,0
2383,237,0,0
2384,178,0,0
2385,17,0,0
2386,109,1,0
2387,268,0,0
2388,132,0,0
2389,130,0,0
239,178,0,0
2390,82,0,0
2391,41,0,0
2393,65,0,0
2394,57,1,0
2395,19,0,0
2396,82,0,0
2397,134,0,0
2398,83,0,0
2399,147,0,0
24,39,0,0
240,168,1,0
2400,149,1,0
2401,75,0,0
2402,116,0,0
2403,452,3,0
2404,236,0,0
2405,87,0,0
2406,200,0,0
2407,116,0,0
2408,135,0,0
2409,110,0,0
241,144,0,0
2410,309,1,0
2411,29,0,0
2412,206,0,0
2413,340,5,0
2414,168,1,0
2415,158,0,0
2416,209,2,0
2417,134,2,0
2418,188,2,0
2419,94,0,0
242,143,0,0
2420,110,0,0
2421,41,0,0
2422,116,0,0
2423,4,0,0
2424,122,0,0
2425,13,0,0
2426,15,0,0
2427,207,0,0
2428,123,0,0
2429,158,0,0
243,124,0,0
2430,72,0,0
2431,199,1,0
2432,223,0,0
2433,228,0,0
2434,183,0,0
2435,62,0,0
2436,110,0,0
2437,133,0,0
2438,3,0,0
2439,155,0,0
244,170,0,0
2440,124,0,0
2441,96,0,0
2442,203,0,0
2443,137,0,0
2444,378,0,0
2445,189,2,0
2446,507,1,0
2447,65,0,0
2448,198,0,0
2449,267,0,0
245,126,0,0
2450,146,0,0
2451,273,5,0
2452,283,0,0
2453,189,0,0
2454,120,0,0
2455,120,0,0
2456,64,0,0
2457,55,0,0
2458,23,0,0
2459,11,0,0
246,194,0,0
2460,41,0,0
2461,91,0,0
2462,2,0,0
2463,236,0,0
2464,162,0,0
2465,128,0,0
2466,128,0,0
2467,309,1,0
2468,140,0,0
2469,229,0,0
247,34,0,0
2470,142,0,0
2471,124,0,0
2472,9,0,0
2473,108,0,0
2474,130,0,0
2475,121,2,0
2476,128,0,0
2477,3,0,0
2478,4,0,0
2479,122,0,0
248,128,5,0
2480,53,0,0
2481,89,0,0
2482,118,0,0
2483,77,0,0
2484,154,0,0
2485,105,0,0
2486,35,0,0
2487,133,0,0
2488,57,0,0
2489,126,0,0
249,156,0,0
2490,106,0,0
2491,180,1,0
2492,210,0,0
2493,3,0,0
2494,132,2,0
2495,2,0,0
2496,195,0,0
2497,105,0,0
2498,321,0,0
2499,5,0,0
25,156,5,0
2500,4,0,0
2501,66,0,0
2502,153,0,0
2503,35,0,0
2504,19,0,0
2505,114,0,0
2506,10,0,0
2507,22,0,0
2508,4,0,0
2509,204,11,0
251,61,0,0
2510,4,0,0
2511,60,0,0
2512,122,0,0
2513,2,0,0
2514,32,0,0
2515,2,0,0
2516,15,1,0
2517,222,0,0
2518,281,0,0
2519,7,0,0
252,43,0,0
2520,3,0,0
2521,40,0,0
2522,19,0,0
2523,39,2,0
2524,21,0,0
2525,15,0,0
2526,42,0,0
2527,43,0,0
2528,21,0,0
2529,40,0,0
253,122,4,0
2530,25,0,0
2531,31,0,0
2532,275,0,0
2533,36,0,0
2534,15,0,0
2535,37,0,0
2536,30,0,0
2537,26,0,0
2538,39,0,0
2539,21,0,0
254,142,0,0
2540,40,0,0
2541,2,0,0
2542,38,0,0
2543,36,0,0
2544,453,1,0
2545,19,0,0
2546,23,3,0
2547,40,0,0
2548,34,0,0
2549,1,0,0
255,104,0,0
2550,31,0,0
2552,38,0,0
2553,17,0,0
2554,7,0,0
2557,11,0,0
256,70,0,0
2560,30,0,0
2561,32,0,0
2562,4,0,0
2563,91,1,0
2564,4,0,0
2565,31,0,0
2566,49,0,0
2567,1,0,0
2568,3,0,0
2569,167,1,0
257,112,0,0
2570,5,0,0
2571,35,1,0
2572,5,0,0
2573,1,0,0
2574,318,1,0
2575,76,0,0
2577,303,6,0
2578,37,0,0
2579,329,0,0
2580,172,5,0
2581,277,0,0
2582,304,3,0
2583,39,3,0
2584,16,0,0
2585,63,0,0
2586,370,0,0
2587,38,0,0
2588,193,2,0
2589,194,10,0
2590,324,1,0
2591,91,1,0
2592,39,2,0
2593,172,7,0
2595,91,12,0
2597,324,3,0
2598,183,0,0
2599,142,0,0
26,96,1,0
2600,25,0,0
2602,49,1,0
2603,45,0,0
2604,276,0,0
2605,71,0,0
2606,108,4,0
2607,36,0,0
2608,70,0,0
2609,58,6,0
2610,138,0,0
2611,55,0,0
2612,435,0,0
2613,46,0,0
2614,28,0,0
2615,230,16,0
2616,58,0,0
2617,37,2,0
2618,62,4,0
2619,136,2,0
2620,257,0,0
2621,139,2,0
2622,210,41,0
2623,30,9,0
2624,18,1,0
2625,82,0,0
2626,268,0,0
2627,111,0,0
2628,182,0,0
2629,155,0,0
2630,37,1,0
2631,59,8,0
2632,271,0,0
2633,179,2,0
2634,181,2,0
2635,40,0,0
2636,51,0,0
2637,165,0,0
2638,31,1,0
2639,56,0,0
2640,54,5,0
2641,140,1,0
2643,380,11,0
2646,4,0,0
2647,2,0,0
2649,198,0,0
2650,40,0,0
2652,45,1,0
2654,92,3,0
2655,33,0,0
2656,98,0,0
2658,41,1,0
2660,46,0,0
2662,104,0,0
2666,36,0,0
2667,24,0,0
2668,385,0,0
2669,44,0,0
2670,18,0,0
2671,31,0,0
2672,54,0,0
2673,2,0,0
2674,68,3,0
2675,23,0,0
2676,26,0,0
2677,196,1,0
2678,32,0,0
2679,166,2,0
2680,53,0,0
2681,10,0,0
2682,50,1,0
2683,39,0,0
2684,13,0,0
2685,167,2,0
2686,423,5,0
2687,223,1,0
2688,162,0,0
2689,32,0,0
2690,31,0,0
2691,219,0,0
2692,22,0,0
2693,73,0,0
2694,167,19,0
2695,31,0,0
2696,152,0,0
2697,40,0,0
2698,87,0,0
2699,51,0,0
27,90,0,0
2700,37,0,0
2702,36,0,0
2703,25,0,0
2704,42,0,0
2705,24,0,0
2706,21,0,0
2707,206,3,0
2709,12,0,0
2710,188,1,0
2711,455,1,0
2712,41,5,0
2713,14,0,0
2714,1,0,0
2718,35,0,0
2720,2,0,0
2721,19,0,0
2722,45,0,0
2723,30,0,0
2724,47,3,0
2726,5,0,0
2728,166,6,0
2729,1,0,0
2730,188,1,0
2733,71,0,0
2734,113,0,0
2735,1,0,0
2737,21,0,0
2738,239,0,0
2740,50,1,0
2741,149,0,0
2742,4,0,0
2743,271,0,0
2746,5,0,0
2747,177,9,0
2749,1,0,0
2750,9,0,0
2752,3,0,0
2753,4,0,0
2754,155,0,0
2755,6,0,0
2756,29,2,0
2757,59,0,0
2758,4,0,0
2759,4,0,0
2760,5,0,0
2761,198,0,0
2762,1,0,0
2763,47,0,0
2764,3,0,0
2767,68,0,0
2768,104,0,0
2769,4,0,0
2770,168,2,0
2771,160,0,0
2772,26,0,0
2773,4,0,0
2774,37,1,0
2775,110,0,0
2776,84,0,0
2777,197,0,0
2778,34,1,0
2780,88,0,0
2781,125,1,0
2783,117,0,0
2784,73,2,0
2785,106,4,0
2786,128,0,0
2787,100,0,0
2788,165,0,0
2789,131,3,0
2790,118,2,0
2791,35,1,0
2792,52,2,0
2793,140,1,0
2794,88,0,0
2795,68,1,0
2796,145,1,0
